                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.6654,                  5.079,                 3.7919,                 1.4519,                0.05472,                0.38788,                0.09618,                0.04958,                0.04353,                0.31476,                0.06341,                0.02401,                 1.8676,                 4.5436,                 3.1659,                 1.8943,                 0.0802,                 0.0022,                 0.0022
